"Sl_No","Transmission_Type","Ownership","Fuel_Used","km_driven","Ex_Showroom_Price","On_road_Price","selling_price","Place_of_Origin","Complete_Info","Age","MRP"
"162",""" Manual""","""1st Owner""",""" Diesel""","64465","","1136000.0","906899",""" Ahmedabad""",""" 2019 Ford Ecosport 1.5TITANIUM TDCI Manual""","3","1136000"
"163",""" Automatic""","""1st Owner""",""" Petrol""","29880","1288000","","1334199",""" Ahmedabad""",""" 2020 Honda City VX CVT PETROL Automatic""","2","1545600"
"164",""" Manual""","""1st Owner""",""" Petrol""","32628","","564000.0","488199",""" Ahmedabad""",""" 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual""","5","564000"
"165",""" Manual""","""2nd Owner""",""" Petrol""","43500","600000","","559499",""" Ahmedabad""",""" 2017 Hyundai Elite i20 Magna Executive 1.2 Manual""","5","720000"
"166",""" Manual""","""1st Owner""",""" Petrol""","58187","781000","","636599",""" Ahmedabad""",""" 2016 Hyundai Elite i20 ASTA 1.2 (O) Manual""","6","937200"
"167",""" Manual""","""2nd Owner""",""" Petrol""","27558","386000","","292699",""" Ahmedabad""",""" 2017 Datsun Redi Go S 1.0 Manual""","5","463200"
"168",""" Manual""","""2nd Owner""",""" Diesel""","82230","992000","","587299",""" Ahmedabad""",""" 2016 Maruti S Cross ZETA 1.3 Manual""","6","1190400"
"169",""" Manual""","""1st Owner""",""" Petrol""","51405","619000","","563799",""" Ahmedabad""",""" 2019 Maruti Swift VXI Manual""","3","742800"
"170",""" Manual""","""2nd Owner""",""" Petrol""","23875","376000","","284599",""" Ahmedabad""",""" 2018 Datsun Redi Go T (O) Manual""","4","451200"
"171",""" Manual""","""1st Owner""",""" Petrol""","25708","","564000.0","475999",""" Ahmedabad""",""" 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual""","5","564000"
"172",""" Manual""","""1st Owner""",""" Petrol""","29194","371000","","339999",""" Ahmedabad""",""" 2017 Hyundai Eon ERA PLUS Manual""","5","445200"
"173",""" Manual""","""1st Owner""",""" Petrol""","72477","437000","","415399",""" Ahmedabad""",""" 2017 Maruti Wagon R 1.0 VXI Manual""","5","524400"
"174",""" Manual""","""1st Owner""",""" Diesel""","39033","888000","","819199",""" Ahmedabad""",""" 2018 Maruti Vitara Brezza ZDI Manual""","4","1065600"
"175",""" Manual""","""1st Owner""",""" Petrol""","47005","326000","","303399",""" Ahmedabad""",""" 2017 Maruti Alto 800 VXI Manual""","5","391200"
"176",""" Manual""","""1st Owner""",""" Petrol""","44701","394000","","383599",""" Ahmedabad""",""" 2019 Maruti Alto K10 VXI Manual""","3","472800"
"177",""" Automatic""","""1st Owner""",""" Petrol""","63556","","1484000.0","1201699",""" Ahmedabad""",""" 2018 Hyundai Creta 1.6 SX AT PETROL Automatic""","4","1484000"
"178",""" Manual""","""1st Owner""",""" Petrol""","43952","","612000.0","479199",""" Ahmedabad""",""" 2016 Hyundai Grand i10 SPORTS 1.2 VTVT Manual""","6","612000"
"179",""" Manual""","""1st Owner""",""" Petrol""","29085","","612000.0","495799",""" Ahmedabad""",""" 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","6","612000"
"180",""" Manual""","""1st Owner""",""" Petrol""","3111","645000","","722599",""" Ahmedabad""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","774000"
"181",""" Manual""","""1st Owner""",""" Petrol""","60326","698000","","753799",""" Ahmedabad""",""" 2020 Maruti Baleno ZETA 1.2 K12 Manual""","2","837600"
"182",""" Automatic""","""1st Owner""",""" Petrol""","58603","1379000","","1425099",""" Ahmedabad""",""" 2019 KIA SELTOS HTX AT PETROL Automatic""","3","1654800"
"183",""" Manual""","""1st Owner""",""" Petrol""","27932","437000","","433999",""" Ahmedabad""",""" 2017 Maruti Wagon R 1.0 VXI Manual""","5","524400"
"184",""" Automatic""","""1st Owner""",""" Petrol""","3151","","530000.0","498499",""" Ahmedabad""",""" 2021 Maruti S PRESSO VXI AGS Automatic""","1","530000"
"185",""" Manual""","""1st Owner""",""" Petrol""","28059","326000","","308199",""" Ahmedabad""",""" 2017 Maruti Alto 800 VXI Manual""","5","391200"
"186",""" Manual""","""2nd Owner""",""" Petrol""","12020","311000","","325299",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"187",""" Manual""","""1st Owner""",""" Diesel""","29821","","1136000.0","887999",""" Ahmedabad""",""" 2019 Ford Ecosport 1.5TITANIUM TDCI Manual""","3","1136000"
"188",""" Manual""","""1st Owner""",""" Petrol""","20287","371000","","344599",""" Ahmedabad""",""" 2017 Hyundai Eon ERA PLUS Manual""","5","445200"
"189",""" Manual""","""1st Owner""",""" Petrol""","56814","","755000.0","572899",""" Ahmedabad""",""" 2016 Maruti Baleno ZETA 1.2 K12 Manual""","6","755000"
"190",""" Manual""","""1st Owner""",""" Diesel""","24186","","1136000.0","953599",""" Ahmedabad""",""" 2019 Ford Ecosport 1.5TITANIUM TDCI Manual""","3","1136000"
"191",""" Manual""","""1st Owner""",""" Diesel""","74120","","2431000.0","1263499",""" Ahmedabad""",""" 2018 Jeep Compass 2.0 LIMITED Manual""","4","2431000"
"192",""" Manual""","""2nd Owner""",""" Petrol""","43288","548000","","476899",""" Ahmedabad""",""" 2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT Manual""","7","657600"
"193",""" Manual""","""1st Owner""",""" Petrol""","24968","350000","","383299",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"194",""" Manual""","""2nd Owner""",""" Diesel""","56796","","823000.0","587099",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA DDIS 190 Manual""","5","823000"
"195",""" Manual""","""1st Owner""",""" Petrol""","12094","350000","","377599",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"196",""" Manual""","""1st Owner""",""" Petrol""","3521","","772000.0","625799",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","772000"
"197",""" Automatic""","""2nd Owner""",""" Diesel""","33373","1049000","","837599",""" Ahmedabad""",""" 2018 Maruti Vitara Brezza ZDI+ DUAL TONE AMT Automatic""","4","1258800"
"198",""" Manual""","""1st Owner""",""" Petrol""","21530","307000","","320399",""" Ahmedabad""",""" 2017 Maruti Alto 800 LXI Manual""","5","368400"
"199",""" Manual""","""1st Owner""",""" Diesel""","94331","791000","","643499",""" Ahmedabad""",""" 2017 Maruti Vitara Brezza VDI OPT Manual""","5","949200"
"200",""" Manual""","""1st Owner""",""" Petrol""","13099","728000","","715299",""" Ahmedabad""",""" 2020 Maruti Dzire VXI Manual""","2","873600"
"201",""" Manual""","""1st Owner""",""" Petrol""","16809","385000","","361999",""" Ahmedabad""",""" 2018 Hyundai Eon ERA PLUS Manual""","4","462000"
"202",""" Manual""","""1st Owner""",""" Petrol""","45065","783000","","705899",""" Ahmedabad""",""" 2017 Hyundai Elite i20 ASTA 1.2 (O) Manual""","5","939600"
"203",""" Manual""","""1st Owner""",""" Petrol""","15248","599000","","691299",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"204",""" Manual""","""2nd Owner""",""" Petrol""","58758","1146000","","982899",""" Ahmedabad""",""" 2019 Honda City VX MT PETROL Manual""","3","1375200"
"205",""" Manual""","""1st Owner""",""" Petrol""","90855","","772000.0","532799",""" Ahmedabad""",""" 2016 Maruti Baleno DELTA 1.2 K12 Manual""","6","772000"
"206",""" Automatic""","""1st Owner""",""" Petrol""","60974","1599000","","1479999",""" Ahmedabad""",""" 2019 KIA SELTOS GTX 1.4 GDI AT PETROL Automatic""","3","1918800"
"207",""" Manual""","""1st Owner""",""" Diesel""","51018","653000","","619499",""" Ahmedabad""",""" 2017 Maruti Dzire VDI Manual""","5","783600"
"208",""" Manual""","""1st Owner""",""" Petrol""","46398","307000","","298299",""" Ahmedabad""",""" 2017 Maruti Alto 800 LXI Manual""","5","368400"
"209",""" Manual""","""1st Owner""",""" Petrol""","3929","345000","","344999",""" Ahmedabad""",""" 2019 Maruti Alto LXI Manual""","3","414000"
"210",""" Manual""","""1st Owner""",""" Petrol""","56461","307000","","280199",""" Ahmedabad""",""" 2017 Maruti Alto 800 LXI Manual""","5","368400"
"211",""" Manual""","""1st Owner""",""" Petrol""","56825","732000","","699899",""" Ahmedabad""",""" 2018 Honda Jazz 1.2 V MT Manual""","4","878400"
"212",""" Manual""","""1st Owner""",""" Diesel""","83206","","823000.0","562699",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA DDIS 190 Manual""","5","823000"
"213",""" Manual""","""1st Owner""",""" Petrol""","76473","649000","","530099",""" Ahmedabad""",""" 2015 Hyundai Elite i20 SPORTZ 1.2 Manual""","7","778800"
"214",""" Manual""","""1st Owner""",""" Diesel""","41893","747000","","682099",""" Ahmedabad""",""" 2017 Maruti Dzire ZDI Plus Manual""","5","896400"
"215",""" Manual""","""1st Owner""",""" Diesel""","58070","","2320000.0","1153699",""" Ahmedabad""",""" 2018 Jeep Compass 2.0 LONGITUDE (O) Manual""","4","2320000"
"216",""" Manual""","""1st Owner""",""" Diesel""","115329","","823000.0","555699",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA DDIS 190 Manual""","5","823000"
"217",""" Manual""","""1st Owner""",""" Petrol""","6227","599000","","711499",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"218",""" Manual""","""1st Owner""",""" Petrol""","59008","629000","","581499",""" Ahmedabad""",""" 2018 Hyundai Xcent S 1.2 Manual""","4","754800"
"219",""" Manual""","""1st Owner""",""" Petrol""","27061","599000","","598499",""" Ahmedabad""",""" 2018 Maruti Dzire VXI Manual""","4","718800"
"220",""" Automatic""","""2nd Owner""",""" Petrol""","26810","565000","","516499",""" Ahmedabad""",""" 2019 Hyundai NEW SANTRO 1.1 SPORTS AMT Automatic""","3","678000"
"221",""" Manual""","""2nd Owner""",""" Diesel""","71647","810000","","708099",""" Ahmedabad""",""" 2018 Maruti Vitara Brezza VDI Manual""","4","972000"
"222",""" Manual""","""1st Owner""",""" Petrol""","37768","","833000.0","633499",""" Ahmedabad""",""" 2019 Honda Amaze 1.2 SMT I VTEC Manual""","3","833000"
"223",""" Manual""","""1st Owner""",""" Petrol""","13271","","530000.0","441099",""" Ahmedabad""",""" 2019 Maruti S PRESSO VXI PLUS Manual""","3","530000"
"224",""" Manual""","""1st Owner""",""" Petrol""","20761","599000","","711499",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"225",""" Manual""","""1st Owner""",""" Petrol""","6027","","530000.0","455499",""" Ahmedabad""",""" 2021 Maruti S PRESSO VXI PLUS Manual""","1","530000"
"226",""" Manual""","""1st Owner""",""" Petrol""","70184","","564000.0","475999",""" Ahmedabad""",""" 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual""","5","564000"
"227",""" Manual""","""1st Owner""",""" Petrol""","23584","","564000.0","498399",""" Ahmedabad""",""" 2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT Manual""","5","564000"
"228",""" Manual""","""1st Owner""",""" Petrol""","9552","","755000.0","688099",""" Ahmedabad""",""" 2019 Maruti Baleno ZETA 1.2 K12 Manual""","3","755000"
"229",""" Manual""","""2nd Owner""",""" Diesel""","59878","669000","","742499",""" Ahmedabad""",""" 2017 Ford Ecosport 1.5 TITANIUMTDCI OPT Manual""","5","802800"
"230",""" Manual""","""1st Owner""",""" Petrol""","13357","","612000.0","555899",""" Ahmedabad""",""" 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","5","612000"
"231",""" Manual""","""1st Owner""",""" Diesel""","52735","810000","","732599",""" Ahmedabad""",""" 2018 Maruti Vitara Brezza VDI Manual""","4","972000"
"232",""" Manual""","""1st Owner""",""" Petrol""","7600","645000","","722599",""" Ahmedabad""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","774000"
"233",""" Manual""","""1st Owner""",""" Petrol""","2966","350000","","383699",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"234",""" Manual""","""1st Owner""",""" Petrol""","100616","504000","","399599",""" Ahmedabad""",""" 2015 Hyundai Grand i10 MAGNA 1.2 VTVT Manual""","7","604800"
"235",""" Manual""","""1st Owner""",""" Petrol""","32623","728000","","680999",""" Ahmedabad""",""" 2020 Maruti Dzire VXI Manual""","2","873600"
"236",""" Manual""","""1st Owner""",""" Petrol""","18618","599000","","683499",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"237",""" Manual""","""1st Owner""",""" Petrol""","30579","","812000.0","540699",""" Ahmedabad""",""" 2017 Hyundai Grand i10 Sportz(O) 1.2 MT Manual""","5","812000"
"238",""" Manual""","""2nd Owner""",""" Petrol""","48585","","772000.0","603499",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","772000"
"239",""" Manual""","""1st Owner""",""" Petrol""","6189","365000","","464199",""" Ahmedabad""",""" 2018 Maruti Eeco 5 STR WITH AC PLUSHTR Manual""","4","438000"
"240",""" Manual""","""1st Owner""",""" Petrol""","4916","428000","","428599",""" Ahmedabad""",""" 2020 Maruti Alto VXI Manual""","2","513600"
"241",""" Manual""","""2nd Owner""",""" Petrol""","6118","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"242",""" Manual""","""1st Owner""",""" Petrol""","22651","686000","","689699",""" Ahmedabad""",""" 2021 Maruti Baleno DELTA 1.2 K12 Manual""","1","823200"
"243",""" Automatic""","""1st Owner""",""" Petrol""","14471","1063000","","849499",""" Ahmedabad""",""" 2018 Maruti Ciaz ALPHA 1.4 VVT AMT Automatic""","4","1275600"
"244",""" Manual""","""1st Owner""",""" Diesel""","60680","","823000.0","526899",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA DDIS 190 Manual""","5","823000"
"245",""" Manual""","""1st Owner""",""" Petrol""","51298","371000","","302099",""" Ahmedabad""",""" 2017 Hyundai Eon ERA PLUS Manual""","5","445200"
"246",""" Manual""","""1st Owner""",""" Petrol""","33217","","772000.0","577999",""" Ahmedabad""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","772000"
"247",""" Manual""","""1st Owner""",""" Petrol""","12144","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"248",""" Manual""","""1st Owner""",""" Petrol + CNG""","61631","543000","","591199",""" Ahmedabad""",""" 2020 Hyundai NEW SANTRO 1.1 MAGNA CNG MT Manual""","2","651600"
"249",""" Manual""","""1st Owner""",""" Petrol""","38454","599000","","637799",""" Ahmedabad""",""" 2017 Maruti Dzire VXI Manual""","5","718800"
"250",""" Manual""","""1st Owner""",""" Petrol""","38391","437000","","449799",""" Ahmedabad""",""" 2017 Maruti Wagon R 1.0 VXI Manual""","5","524400"
"251",""" Manual""","""1st Owner""",""" Petrol""","45026","311000","","334699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"252",""" Manual""","""1st Owner""",""" Petrol""","83622","892000","","658899",""" Ahmedabad""",""" 2018 Maruti Ciaz ZETA 1.4 VVT Manual""","4","1070400"
"253",""" Manual""","""1st Owner""",""" Petrol""","49925","307000","","320399",""" Ahmedabad""",""" 2017 Maruti Alto 800 LXI Manual""","5","368400"
"254",""" Manual""","""1st Owner""",""" Petrol""","9727","645000","","704599",""" Ahmedabad""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","774000"
"255",""" Manual""","""1st Owner""",""" Petrol""","31312","437000","","415399",""" Ahmedabad""",""" 2016 Maruti Wagon R 1.0 VXI Manual""","6","524400"
"256",""" Manual""","""1st Owner""",""" Petrol""","42285","311000","","336699",""" Ahmedabad""",""" 2018 Maruti Alto 800 LXI Manual""","4","373200"
"257",""" Automatic""","""2nd Owner""",""" Petrol""","64002","","2512000.0","1300199",""" Ahmedabad""",""" 2017 Skoda Octavia 1.8 TSI STYLE PLUS AT Automatic""","5","2512000"
"258",""" Manual""","""1st Owner""",""" Petrol""","8696","599000","","711499",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"259",""" Manual""","""1st Owner""",""" Petrol""","64064","","612000.0","524099",""" Ahmedabad""",""" 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","5","612000"
"260",""" Manual""","""1st Owner""",""" Petrol""","7339","350000","","394999",""" Ahmedabad""",""" 2021 Maruti Alto LXI Manual""","1","420000"
"261",""" Manual""","""1st Owner""",""" Diesel""","77774","","1136000.0","863599",""" Ahmedabad""",""" 2019 Ford Ecosport 1.5TITANIUM TDCI Manual""","3","1136000"
"262",""" Manual""","""1st Owner""",""" Petrol""","10931","350000","","369799",""" Ahmedabad""",""" 2020 Maruti Alto LXI Manual""","2","420000"
"263",""" Manual""","""1st Owner""",""" Diesel""","83464","","823000.0","535399",""" Ahmedabad""",""" 2017 Maruti Baleno DELTA DDIS 190 Manual""","5","823000"
"264",""" Manual""","""1st Owner""",""" Petrol""","71567","356000","","325899",""" Ahmedabad""",""" 2013 Maruti Wagon R 1.0 VXI Manual""","9","427200"
"265",""" Manual""","""1st Owner""",""" Petrol""","43319","593000","","537099",""" Ahmedabad""",""" 2017 Hyundai Xcent E PLUS Manual""","5","711600"
"266",""" Manual""","""1st Owner""",""" Petrol""","2340","439000","","531399",""" Ahmedabad""",""" 2021 Maruti Eeco 5 STR WITH AC PLUSHTR Manual""","1","526800"
"267",""" Manual""","""2nd Owner""",""" Petrol""","31829","","1071000.0","745499",""" Ahmedabad""",""" 2019 Ford Ecosport 1.5 TITANIUM TI VCT Manual""","3","1071000"
"268",""" Manual""","""1st Owner""",""" Petrol""","48213","","627000.0","492999",""" Ahmedabad""",""" 2018 Maruti IGNIS ZETA 1.2 K12 Manual""","4","627000"
"269",""" Manual""","""1st Owner""",""" Petrol""","45942","758000","","694999",""" Ahmedabad""",""" 2020 Maruti Baleno ALPHA 1.2 K12 Manual""","2","909600"
"270",""" Manual""","""1st Owner""",""" Petrol""","25242","1082000","","949899",""" Ahmedabad""",""" 2019 Maruti XL6 ALPHA SHVS  MT Manual""","3","1298400"
"271",""" Manual""","""1st Owner""",""" Petrol""","9711","","772000.0","671199",""" Ahmedabad""",""" 2019 Maruti Baleno DELTA 1.2 K12 Manual""","3","772000"
"272",""" Manual""","""1st Owner""",""" Petrol""","66749","","772000.0","612799",""" Ahmedabad""",""" 2019 Maruti Baleno DELTA 1.2 K12 Manual""","3","772000"
"273",""" Manual""","""1st Owner""",""" Diesel""","80262","999000","","770199",""" Ahmedabad""",""" 2018 Maruti S Cross ZETA 1.3 SHVS Manual""","4","1198800"
"274",""" Manual""","""1st Owner""",""" Petrol""","43667","","612000.0","555899",""" Ahmedabad""",""" 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","5","612000"
"275",""" Manual""","""1st Owner""",""" Petrol""","48541","","755000.0","586599",""" Ahmedabad""",""" 2017 Maruti Baleno ZETA 1.2 K12 Manual""","5","755000"
"276",""" Manual""","""1st Owner""",""" Petrol""","67373","307000","","301599",""" Ahmedabad""",""" 2017 Maruti Alto 800 LXI Manual""","5","368400"
"277",""" Manual""","""1st Owner""",""" Petrol""","16493","645000","","699799",""" Ahmedabad""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","774000"
"278",""" Manual""","""1st Owner""",""" Petrol""","35407","437000","","427699",""" Ahmedabad""",""" 2017 Maruti Wagon R 1.0 VXI Manual""","5","524400"
"279",""" Manual""","""1st Owner""",""" Petrol""","41831","","627000.0","459199",""" Ahmedabad""",""" 2017 Maruti IGNIS ZETA 1.2 K12 Manual""","5","627000"
"280",""" Manual""","""1st Owner""",""" Petrol""","21753","355000","","425199",""" Ahmedabad""",""" 2017 Maruti Eeco 5 STR WITH AC PLUSHTR Manual""","5","426000"
"281",""" Manual""","""1st Owner""",""" Petrol""","19702","","530000.0","464799",""" Ahmedabad""",""" 2020 Maruti S PRESSO VXI PLUS Manual""","2","530000"
"282",""" Manual""","""1st Owner""",""" Petrol""","82050","","1071000.0","681099",""" Ahmedabad""",""" 2017 Ford Ecosport 1.5 TITANIUM TI VCT Manual""","5","1071000"
"283",""" Manual""","""1st Owner""",""" Petrol""","32404","","772000.0","654099",""" Ahmedabad""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","772000"
"284",""" Manual""","""1st Owner""",""" Petrol""","23637","599000","","647799",""" Ahmedabad""",""" 2018 Maruti Dzire VXI Manual""","4","718800"
"285",""" Manual""","""1st Owner""",""" Petrol""","39361","599000","","660899",""" Ahmedabad""",""" 2019 Maruti Dzire VXI Manual""","3","718800"
"286",""" Manual""","""1st Owner""",""" Petrol""","23781","","530000.0","447799",""" Ahmedabad""",""" 2019 Maruti S PRESSO VXI PLUS Manual""","3","530000"
